"GenBank.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","Relationship","RefSeq.Accn","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"GG663367.1","Un",981661,984183,"-","-","HCBG_04280","EEH07401.1",666,"nucleolar GTP-binding protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",985122,986282,"-","-","HCBG_04281","EEH07402.1",319,"acetyltransferase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",989454,990875,"+","-","HCBG_04282","EEH07403.1",445,"DNA damage-inducible protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",992728,993348,"+","-","HCBG_04283","EEH07404.1",109,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",993643,997069,"-","-","HCBG_04284","EEH07405.1",1032,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",997501,998128,"+","-","HCBG_04285","EEH07406.1",172,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1000473,1001230,"-","-","HCBG_04286","EEH07407.1",104,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1002622,1004493,"-","-","HCBG_04287","EEH07408.1",604,"laccase TilA","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1005834,1006958,"-","-","HCBG_04288","EEH07409.1",247,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1009036,1010402,"-","-","HCBG_04289","EEH07410.1",434,"integral membrane protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1011337,1012691,"-","-","HCBG_04290","EEH07411.1",307,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1012992,1014924,"+","-","HCBG_04291","EEH07412.1",322,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1015426,1017003,"+","-","HCBG_04292","EEH07413.1",525,"ribosomal RNA-processing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1017163,1018193,"-","-","HCBG_04293","EEH07414.1",245,"proteasome component PUP2","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1018532,1021499,"+","-","HCBG_04294","EEH07415.1",900,"spindle pole body component alp4","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1022393,1024088,"-","-","HCBG_04295","EEH07416.1",420,"3-ketoacyl-CoA thiolase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1024919,1027383,"+","-","HCBG_04296","EEH07417.1",665,"long-chain acyl-CoA synthetase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1027673,1028893,"-","-","HCBG_04297","EEH07418.1",352,"ribosomal RNA assembly protein mis3","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1031519,1033348,"-","-","HCBG_04298","EEH07419.1",284,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1033796,1034814,"-","-","HCBG_04299","EEH07420.1",110,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1037764,1038892,"-","-","HCBG_04300","EEH07421.1",346,"beta-hydroxysteroid dehydrogenase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1039197,1039747,"+","-","HCBG_04301","EEH07422.1",133,"ergosterol biosynthetic protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1040102,1041440,"-","-","HCBG_04302","EEH07423.1",384,"galactose-1-phosphate uridylyltransferase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1043259,1044274,"-","-","HCBG_04303","EEH07424.1",317,"6-phosphogluconate dehydrogenase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1047742,1049274,"+","-","HCBG_04304","EEH07425.1",415,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1049949,1051409,"+","-","HCBG_04305","EEH07426.1",306,"BAR domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1052535,1053410,"-","-","HCBG_04306","EEH07427.1",291,"hypothetical protein HCBG_04306","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1054427,1054990,"+","-","HCBG_04307","EEH07428.1",126,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1057314,1058723,"-","-","HCBG_04308","EEH07429.1",413,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1059172,1061544,"-","-","HCBG_04309","EEH07430.1",713,"acetylglutamate synthase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1063064,1064384,"-","-","HCBG_04310","EEH07431.1",139,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1065313,1066789,"+","-","HCBG_04311","EEH07432.1",409,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1067892,1072258,"-","-","HCBG_04312","EEH07433.1",1359,"nucleoporin Nup157/170","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1072647,1073251,"+","-","HCBG_04313","EEH07434.1",181,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1073978,1075064,"-","-","HCBG_04314","EEH07435.1",273,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1075868,1076629,"+","-","HCBG_04315","EEH07436.1",228,"MTHFS protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1077015,1077472,"-","-","HCBG_04316","EEH07437.1",113,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1077948,1081525,"+","-","HCBG_04317","EEH07438.1",971,"karyopherin","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1081842,1083429,"-","-","HCBG_04318","EEH07439.1",280,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1088837,1092267,"+","-","HCBG_04319","EEH07440.1",1085,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1093556,1093987,"+","-","HCBG_04320","EEH07441.1",143,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1095368,1096105,"+","-","HCBG_04321","EEH07442.1",157,"myosin","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1096794,1097675,"-","-","HCBG_04322","EEH07443.1",293,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1098266,1100578,"-","-","HCBG_04323","EEH07444.1",719,"metallopeptidase MepB","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1102899,1104951,"+","-","HCBG_04324","EEH07445.1",591,"purine permease","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1107204,1108791,"+","-","HCBG_04325","EEH07446.1",445,"delta-9 fatty acid desaturase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1110532,1112731,"-","-","HCBG_04326","EEH07447.1",471,"cytochrome P450","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1115731,1117449,"-","-","HCBG_04327","EEH07448.1",404,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1119342,1120957,"+","-","HCBG_04328","EEH07449.1",485,"MOSC domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1121866,1122729,"-","-","HCBG_04329","EEH07450.1",226,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1125359,1125967,"+","-","HCBG_04330","EEH07451.1",160,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1130044,1131042,"+","-","HCBG_04331","EEH07452.1",46,"hypothetical protein HCBG_04331","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1138889,1139243,"-","-","HCBG_04332","EEH07453.1",105,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1139544,1140776,"+","-","HCBG_04333","EEH07454.1",410,"DNA-binding protein creA","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1142137,1145260,"-","-","HCBG_04334","EEH07455.1",956,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1146469,1148274,"-","-","HCBG_04335","EEH07456.1",551,"chaperone dnaJ","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1148700,1152146,"+","-","HCBG_04336","EEH07457.1",1080,"lon proteinase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1156591,1159656,"+","-","HCBG_04337","EEH07458.1",1021,"protein kinase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1161377,1161987,"+","-","HCBG_04338","EEH07459.1",195,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1162752,1164412,"-","-","HCBG_04339","EEH07460.1",532,"Mob1 family protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1169969,1171175,"-","-","HCBG_04340","EEH07461.1",355,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1174653,1176181,"+","-","HCBG_04341","EEH07462.1",380,"CobW domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1176845,1178847,"-","-","HCBG_04342","EEH07463.1",642,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1179339,1180088,"+","-","HCBG_04343","EEH07464.1",223,"HD domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1180493,1181110,"-","-","HCBG_04344","EEH07465.1",205,"HIT domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1181464,1184178,"-","-","HCBG_04345","EEH07466.1",904,"Rad4 family protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1185486,1186050,"+","-","HCBG_04346","EEH07467.1",157,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1186628,1188100,"+","-","HCBG_04347","EEH07468.1",490,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1189115,1192337,"+","-","HCBG_04348","EEH07469.1",870,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1193185,1198600,"-","-","HCBG_04349","EEH07470.1",1426,"ABC transporter","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1198968,1200827,"+","-","HCBG_04350","EEH07471.1",571,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1201268,1201816,"+","-","HCBG_04351","EEH07472.1",182,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1202406,1203125,"-","-","HCBG_04352","EEH07473.1",203,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1204474,1206482,"-","-","HCBG_04353","EEH07474.1",475,"MFS transporter","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1207273,1209869,"+","-","HCBG_04354","EEH07475.1",583,"acyl-CoA synthetase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1210503,1210811,"+","-","HCBG_04355","EEH07476.1",102,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1211814,1213689,"+","-","HCBG_04356","EEH07477.1",528,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1216502,1217564,"+","-","HCBG_04357","EEH07478.1",340,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1219141,1219812,"+","-","HCBG_04358","EEH07479.1",166,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1220278,1220941,"-","-","HCBG_04359","EEH07480.1",199,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1220999,1223613,"+","-","HCBG_04360","EEH07481.1",693,"Pi-transporter A-1","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1224710,1226284,"+","-","HCBG_04361","EEH07482.1",496,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1227615,1232741,"-","-","HCBG_04362","EEH07483.1",1294,"ABC multidrug transporter","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1234210,1236525,"+","-","HCBG_04363","EEH07484.1",672,"copper amine oxidase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1239352,1240099,"-","-","HCBG_04364","EEH07486.1",147,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1240264,1241028,"+","-","HCBG_04365","EEH07485.1",254,"hypothetical protein HCBG_04365","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1242252,1242884,"-","-","HCBG_04366","EEH07487.1",174,"ubiquitin-conjugating enzyme","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1243150,1244757,"+","-","HCBG_04367","EEH07488.1",535,"DNA base excision repair N-glycosylase 1, mitochondrial precursor","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1245320,1248010,"+","-","HCBG_04368","EEH07489.1",732,"helicase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1248901,1250236,"+","-","HCBG_04369","EEH07490.1",314,"protein kinase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1253553,1253963,"-","-","HCBG_04370","EEH07491.1",136,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1254803,1256549,"+","-","HCBG_04371","EEH07492.1",564,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1257654,1258922,"+","-","HCBG_04372","EEH07493.1",292,"phosphoethanolamine transferase PIGF","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1260387,1262147,"+","-","HCBG_04373","EEH07494.1",330,"NADP-dependent glycerol dehydrogenase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1262713,1266321,"+","-","HCBG_04374","EEH07495.1",1049,"nitrate reductase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1266865,1267701,"-","-","HCBG_04375","EEH07496.1",278,"WD domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1268129,1268551,"+","-","HCBG_04376","EEH07497.1",140,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1269710,1270262,"-","-","HCBG_04377","EEH07498.1",156,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1271296,1274123,"-","-","HCBG_04378","EEH07499.1",666,"trehalose transporter","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1276672,1278841,"-","-","HCBG_04379","EEH07500.1",641,"rho-GTPase-activating protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1279384,1279913,"-","-","HCBG_04380","EEH07501.1",163,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1281358,1281954,"+","-","HCBG_04381","EEH07502.1",104,"mitochondrial import inner membrane translocase subunit tim9","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1283306,1284712,"+","-","HCBG_04382","EEH07503.1",414,"l-allo-threonine aldolase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1286481,1288160,"+","-","HCBG_04383","EEH07504.1",375,"glutathione-dependent formaldehyde dehydrogenase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1290207,1291933,"-","-","HCBG_04384","EEH07505.1",532,"inositol-3-phosphate synthase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1292637,1293077,"+","-","HCBG_04385","EEH07506.1",121,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1295001,1295664,"-","-","HCBG_04386","EEH07507.1",137,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1299592,1300917,"-","-","HCBG_04387","EEH07508.1",206,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1301413,1303720,"+","-","HCBG_04388","EEH07509.1",720,"LIM domain-containing protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1307731,1309618,"+","-","HCBG_04389","EEH07510.1",336,"methyltransferase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1310855,1312712,"-","-","HCBG_04390","EEH07511.1",497,"ATP-dependent RNA helicase DBP5","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1313429,1316131,"+","-","HCBG_04391","EEH07512.1",734,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1316878,1319757,"+","-","HCBG_04392","EEH07513.1",581,"glucanosyltransferase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1321888,1323486,"-","-","HCBG_04393","EEH07514.1",512,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1324201,1326067,"-","-","HCBG_04394","EEH07515.1",382,"arginase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1326444,1327596,"+","-","HCBG_04395","EEH07516.1",179,"GAF domain nucleotide-binding protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1329351,1331396,"-","-","HCBG_04396","EEH07517.1",681,"NAD kinase associated with ferric reductase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1333084,1334032,"+","-","HCBG_04397","EEH07518.1",132,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1336467,1336799,"+","-","HCBG_04398","EEH07519.1",110,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1338429,1339308,"-","-","HCBG_04399","EEH07520.1",253,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1339690,1340139,"-","-","HCBG_04400","EEH07521.1",132,"predicted protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1341153,1344761,"+","-","HCBG_04401","EEH07522.1",1091,"sodium transport ATPase","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
"GG663367.1","Un",1345988,1349218,"-","-","HCBG_04402","EEH07523.1",1076,"conserved hypothetical protein","supercont2.5","unplaced-scaffold","na","na","<>","na","Primary Assembly",2225114,"na","supercont2.5","Supercontig_2.5"
