"RefSeq.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","GenBank.Accn","Relationship","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"NC_026749.1","5",1781286,1781742,"-",23884642,"-","CNAG_00868","XP_012049159.1",72,"hypothetical protein CNAG_00868","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1782265,1784468,"-",23884641,"-","CNAG_00867","XP_012049157.1",590,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13, variant 1","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1782265,1784468,"-",23884641,"-","CNAG_00867","XP_012049146.1",590,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1782265,1784468,"-",23884641,"-","CNAG_00867","XP_012049158.1",567,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13, variant 2","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1786971,1789710,"-",23884640,"-","CNAG_00866","XP_012049147.1",646,"transketolase","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1787699,1789710,"-",23884640,"-","CNAG_00866","XP_012049156.1",477,"transketolase, variant","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1790357,1791427,"-",23884639,"-","CNAG_00865","XP_012049155.1",181,"maltose O-acetyltransferase","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1792390,1793091,"+",23890301,"-","CNAG_07456","XP_012049148.1",167,"hypothetical protein CNAG_07456","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1792390,1792829,"+",23890301,"-","CNAG_07456","XP_012049663.1",104,"hypothetical protein, variant","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1793803,1795826,"-",23884638,"-","CNAG_00864","XP_012049154.1",555,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1796289,1796860,"+",23890302,"-","CNAG_07457","XP_012049149.1",112,"hypothetical protein CNAG_07457","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1798155,1798487,"-",23890303,"-","CNAG_07458","XP_012049665.1",110,"hypothetical protein, variant","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1798155,1798487,"-",23890303,"-","CNAG_07458","XP_012049664.1",110,"hypothetical protein CNAG_07458","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1800597,1802800,"+",23884637,"-","CNAG_00863","XP_012049153.1",647,"flavin-containing monooxygenase","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1805565,1806886,"-",23884636,"-","CNAG_00862","XP_012049150.1",373,"hypothetical protein CNAG_00862","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1808147,1809297,"+",23884635,"-","CNAG_00861","XP_012049152.1",282,"3-hydroxyacyl-CoA dehydrogenase","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026749.1","5",1811398,1813224,"+",23884634,"-","CNAG_00860","XP_012049151.1",567,"hypothetical protein CNAG_00860","5","assembled-molecule","5","Chromosome","CP003824.1","=","Primary Assembly",1814975,"na","5","Supercontig_3.5"
"NC_026750.1","6",290,1493,"-",23890448,"-","CNAG_07621","XP_012050235.1",315,"hypothetical protein CNAG_07621","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",2283,2876,"+",23886172,"-","CNAG_02558","XP_012049672.1",159,"hypothetical protein CNAG_02558","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",3409,5731,"-",23886171,"-","CNAG_02557","XP_012049673.1",631,"fungal specific transcription factor","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",6045,7061,"+",23886170,"phytanoyl-CoA dioxygenase family protein","CNAG_02556","XP_012050233.1",272,"phytanoyl-CoA dioxygenase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",8251,11129,"-",23886169,"-","CNAG_02555","XP_012050232.1",762,"hypothetical protein CNAG_02555","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",11769,13915,"-",23886168,"-","CNAG_02554","XP_012050231.1",539,"sugar transporter","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",14313,15424,"+",23886167,"-","CNAG_02553","XP_012050230.1",302,"short-chain dehydrogenase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",16086,19038,"+",23886166,"-","CNAG_02552","XP_012049674.1",766,"transketolase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",16216,19038,"+",23886166,"-","CNAG_02552","XP_012050228.1",746,"transketolase, variant 1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",16374,19038,"+",23886166,"-","CNAG_02552","XP_012050229.1",720,"transketolase, variant 2","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",20200,20975,"-",23886165,"-","CNAG_02551","XP_012050227.1",202,"dihydroxyacetone kinase 1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",21449,21931,"+",23886164,"-","CNAG_02550","XP_012050226.1",160,"hypothetical protein CNAG_02550","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",22142,24277,"-",23886163,"-","CNAG_02549","XP_012049675.1",674,"hypothetical protein CNAG_02549","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",25350,27690,"+",23886162,"-","CNAG_02548","XP_012049676.1",563,"cobalamin synthesis protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",25350,27690,"+",23886162,"-","CNAG_02548","XP_012050225.1",563,"cobalamin synthesis protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",28352,35017,"-",23886161,"-","CNAG_02547","XP_012049677.1",2011,"nuclear pore complex protein Nup205","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",35268,36425,"+",23886160,"-","CNAG_02546","XP_012050224.1",218,"transferase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",37157,38751,"+",23886159,"-","CNAG_02545","XP_012049678.1",316,"inorganic pyrophosphatase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",39014,39503,"-",23886158,"-","CNAG_02544","XP_012050223.1",102,"DNA repair protein Swi5/Sae3","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",39463,41196,"+",23886157,"-","CNAG_02543","XP_012049679.1",511,"hypothetical protein CNAG_02543","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",41711,42957,"-",23886156,"-","CNAG_02542","XP_012050222.1",303,"fructosamine kinase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",43499,47928,"+",23886155,"-","CNAG_02541","XP_012049680.1",1313,"cyclin-dependent protein kinase inhibitor","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",48961,50984,"-",23886154,"-","CNAG_02540","XP_012050221.1",523,"hypothetical protein CNAG_02540","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",52625,54869,"+",23886153,"-","CNAG_02539","XP_012050220.1",572,"AAT family amino acid transporter","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",55387,56566,"-",23886152,"-","CNAG_02538","XP_012050219.1",301,"hypothetical protein CNAG_02538","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",57534,57872,"+",23886151,"-","CNAG_02537","XP_012050218.1",112,"hypothetical protein CNAG_02537","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",58257,60018,"-",23886150,"-","CNAG_02536","XP_012050217.1",520,"transcription initiation factor TFIID subunit 6","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",60162,61167,"+",23886149,"-","CNAG_02535","XP_012050216.1",259,"hypothetical protein CNAG_02535","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",61282,62497,"-",23886148,"-","CNAG_02534","XP_012050215.1",350,"tRNA 2\'-phosphotransferase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",62964,64578,"+",23886147,"-","CNAG_02533","XP_012050214.1",487,"hypothetical protein CNAG_02533","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",65224,66645,"+",23886146,"-","CNAG_02532","XP_012050213.1",373,"D-amino-acid oxidase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",68671,70815,"+",23886145,"-","CNAG_02531","XP_012049681.1",398,"CMGC/MAPK protein kinase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",71519,74200,"+",23886144,"-","CNAG_02530","XP_012050212.1",748,"hypothetical protein CNAG_02530","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",74434,74939,"-",23886143,"-","CNAG_02529","XP_012050211.1",104,"hypothetical protein CNAG_02529","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",75281,77891,"+",23886142,"-","CNAG_02528","XP_012050209.1",779,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",75281,78208,"+",23886142,"-","CNAG_02528","XP_012050210.1",897,"hypothetical protein CNAG_02528","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",78964,81426,"-",23886141,"-","CNAG_02527","XP_012049682.1",566,"multidrug transporter","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",79221,81426,"-",23886141,"-","CNAG_02527","XP_012050208.1",502,"multidrug transporter, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",85040,85943,"-",23886140,"-","CNAG_02526","XP_012050207.1",214,"hypothetical protein CNAG_02526","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",87188,90889,"+",23886139,"-","CNAG_02525","XP_012049683.1",985,"hypothetical protein CNAG_02525","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",91617,94886,"-",23886138,"-","CNAG_02524","XP_012049684.1",893,"hypothetical protein CNAG_02524","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",95780,100320,"+",23886137,"-","CNAG_02523","XP_012049685.1",1312,"hypothetical protein CNAG_02523","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",95780,99141,"+",23886137,"-","CNAG_02523","XP_012050206.1",944,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",101444,102809,"+",23886136,"-","CNAG_02522","XP_012050205.1",361,"solute carrier family 25 (mitochondrial iron transporter), member 28/37","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",103570,104460,"+",23886135,"-","CNAG_02521","XP_012050204.1",296,"hypothetical protein CNAG_02521","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",104604,106188,"-",23886134,"-","CNAG_02520","XP_012050203.1",458,"DNA-directed RNA polymerase III subunit RPC4","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",106531,107150,"+",23886133,"-","CNAG_02519","XP_012050202.1",154,"mitochondria fission 1 protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",110446,111528,"-",23886132,"-","CNAG_02517","XP_012049686.1",307,"hypothetical protein CNAG_02517","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",113130,115353,"+",23886131,"-","CNAG_02516","XP_012049687.1",639,"hypothetical protein CNAG_02516","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",113454,115353,"+",23886131,"-","CNAG_02516","XP_012050200.1",616,"hypothetical protein, variant 1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",113454,115353,"+",23886131,"-","CNAG_02516","XP_012050201.1",616,"hypothetical protein, variant 2","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",115934,117176,"+",23886130,"-","CNAG_02515","XP_012050199.1",325,"hypothetical protein CNAG_02515","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",117425,118746,"+",23886129,"-","CNAG_02514","XP_012050198.1",411,"hypothetical protein CNAG_02514","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",118940,121091,"-",23890449,"-","CNAG_07622","XP_012050236.1",565,"COP9 signalosome complex subunit 1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",121394,125423,"+",23886128,"-","CNAG_02512","XP_012049688.1",1046,"DNA repair protein RAD16","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",126281,128269,"+",23886127,"-","CNAG_02511","XP_012050197.1",366,"CMGC/MAPK protein kinase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",131056,132984,"+",23886126,"-","CNAG_02510","XP_012050194.1",515,"hypothetical protein, variant 1","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",131056,132984,"+",23886126,"-","CNAG_02510","XP_012050196.1",512,"hypothetical protein, variant 2","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",131056,132984,"+",23886126,"-","CNAG_02510","XP_012050195.1",560,"hypothetical protein CNAG_02510","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",133790,135331,"+",23886125,"-","CNAG_02509","XP_012049689.1",377,"hypothetical protein CNAG_02509","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",135751,136694,"+",23886124,"-","CNAG_02508","XP_012050193.1",224,"hypothetical protein CNAG_02508","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",136977,138342,"-",23886123,"-","CNAG_02507","XP_012050192.1",387,"translation initiation factor 3 subunit H","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",138743,139701,"-",23886122,"-","CNAG_02506","XP_012050191.1",240,"3,4-dihydroxy-2-butanone-4-phosphate synthase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",140236,142235,"+",23886121,"-","CNAG_02505","XP_012050190.1",564,"cardiolipin-specific phospholipase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",142631,143872,"-",23886120,"-","CNAG_02504","XP_012049690.1",275,"hypothetical protein CNAG_02504","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",144224,145061,"-",23886119,"-","CNAG_02503","XP_012050189.1",185,"glutathione peroxidase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",144370,145061,"-",23886119,"-","CNAG_02503","XP_012050188.1",161,"glutathione peroxidase, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",145687,147781,"-",23886118,"-","CNAG_02502","XP_012050187.1",611,"ATP-dependent RNA helicase DBP3","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",148350,149386,"-",23886117,"-","CNAG_02501","XP_012049691.1",290,"hypothetical protein CNAG_02501","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",149797,151939,"+",23886116,"-","CNAG_02500","XP_012050186.1",551,"calnexin","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",152395,152889,"+",23886115,"-","CNAG_02499","XP_012050185.1",164,"hypothetical protein CNAG_02499","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",153058,157357,"-",23886114,"-","CNAG_02498","XP_012050184.1",1283,"hypothetical protein CNAG_02498","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",157989,159923,"-",23886113,"-","CNAG_02497","XP_012049692.1",571,"thaumatin family protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",158066,159923,"-",23886113,"-","CNAG_02497","XP_012050183.1",568,"thaumatin family protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",161436,162470,"+",23886112,"-","CNAG_02496","XP_012050182.1",245,"hypothetical protein CNAG_02496","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",162583,163848,"-",23886111,"-","CNAG_02495","XP_012050181.1",421,"cytoplasmic protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",165645,168217,"+",23886110,"-","CNAG_02494","XP_012049693.1",666,"carboxypeptidase D","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",168471,169696,"-",23886109,"-","CNAG_02493","XP_012050180.1",305,"hypothetical protein CNAG_02493","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",171211,171547,"+",23890450,"-","CNAG_07624","XP_012050237.1",59,"hypothetical protein CNAG_07624","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",171904,172738,"+",23886108,"-","CNAG_02492","XP_012050179.1",167,"peptidyl-prolyl cis-trans isomerase-like 3","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",172933,174411,"-",23886107,"-","CNAG_02491","XP_012050178.1",363,"nuclear protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",174654,177818,"+",23886106,"-","CNAG_02490","XP_012049694.1",721,"DNA repair protein MRE11","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",178139,179391,"-",23886105,"-","CNAG_02489","XP_012050177.1",361,"alcohol dehydrogenase, propanol-preferring","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",183631,186787,"+",23886104,"-","CNAG_02488","XP_012050176.1",955,"methionyl-tRNA formyltransferase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",187201,188372,"-",23886103,"-","CNAG_02487","XP_012049695.1",332,"3-hydroxy acyl-CoA dehydratase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",188521,189770,"-",23886102,"-","CNAG_02486","XP_012049696.1",333,"translation initiation factor 2 subunit 2","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",190100,191393,"+",23886101,"-","CNAG_02485","XP_012050175.1",288,"ATP synthase F1, gamma subunit","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",191713,192722,"+",23886100,"-","CNAG_02484","XP_012050174.1",177,"peptidyl-prolyl cis-trans isomerase, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",191713,192768,"+",23886100,"-","CNAG_02484","XP_012049697.1",219,"peptidyl-prolyl cis-trans isomerase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",193040,196216,"-",23890451,"-","CNAG_07625","XP_012049698.1",778,"plasma membrane protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",196925,198402,"-",23886099,"-","CNAG_02483","XP_012049699.1",440,"hypothetical protein CNAG_02483","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",198802,199582,"-",23886098,"-","CNAG_02482","XP_012050173.1",198,"translation machinery-associated protein 22","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",199934,201582,"+",23886097,"-","CNAG_02481","XP_012050172.1",403,"vacuolar protein","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",203319,205522,"+",23886096,"-","CNAG_02480","XP_012050171.1",632,"cell cycle checkpoint control protein RAD9A","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",206610,209018,"+",23886095,"-","CNAG_02479","XP_012050170.1",589,"monosaccharide transporter","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",210248,211408,"+",23886094,"-","CNAG_02478","XP_012050169.1",309,"glycerol dehydrogenase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",211750,213126,"+",23886093,"-","CNAG_02477","XP_012050168.1",393,"hypothetical protein CNAG_02477","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",213646,217692,"+",23886092,"-","CNAG_02476","XP_012049700.1",1040,"hypothetical protein CNAG_02476","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",213646,216728,"+",23886092,"-","CNAG_02476","XP_012050167.1",747,"hypothetical protein, variant","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
"NC_026750.1","6",218037,220112,"-",23886091,"-","CNAG_02475","XP_012050166.1",637,"flavin-containing monooxygenase","6","assembled-molecule","6","Chromosome","CP003825.1","=","Primary Assembly",1422463,"na","6","Supercontig_3.6"
